Operación nº,Tipo,Fecha y hora,Señal,Precio USD,Tamaño de la posición (cant.),Tamaño de la posición (valor),PyG netas USD,PyG netas %,Desviación favorable USD,Desviación favorable %,Desviación adversa USD,Desviación adversa %,PyG acumuladas USD,PyG acumuladas %
279,Entrada en largo,2020-07-28 00:30,Long,1945.08,37.8,73524.024,0,0.00,1359.67,1.85,-46.87,-0.06,31127.66,31.13
280,Salida en largo,2020-07-30 16:30,Exit,1942.46,25.3,49142.214,2.02,0.00,973.04,1.98,-24.29,-0.05,31129.69,31.13
280,Entrada en largo,2020-07-28 16:15,Long,1942.38,25.3,49142.214,2.02,0.00,973.04,1.98,-24.29,-0.05,31129.69,31.13
281,Salida en largo,2020-08-04 19:15,Exit,2005.39,30.3,59267.103,1496.21,2.52,1496.21,2.52,-89.08,-0.15,32625.9,32.63
281,Entrada en largo,2020-07-30 21:30,Long,1956.01,30.3,59267.103,1496.21,2.52,1496.21,2.52,-89.08,-0.15,32625.9,32.63
282,Salida en largo,2020-08-07 14:30,Exit,2044.87,48.1,98355.361,2.89,0.00,1462.24,1.49,-196.25,-0.20,32628.79,32.63
282,Entrada en largo,2020-08-06 07:00,Long,2044.81,48.1,98355.361,2.89,0.00,1462.24,1.49,-196.25,-0.20,32628.79,32.63
283,Salida en corto,2020-08-17 09:30,Exit,1956.94,40.1,77985.277,-488.02,-0.63,613.13,0.79,-488.02,-0.63,32140.77,32.14
283,Entrada en corto,2020-08-14 08:45,Short,1944.77,40.1,77985.277,-488.02,-0.63,613.13,0.79,-488.02,-0.63,32140.77,32.14
284,Salida en corto,2020-08-21 02:00,Exit,1955.22,24,46422.96,-502.32,-1.08,227.28,0.49,-502.32,-1.08,31638.45,31.64
284,Entrada en corto,2020-08-20 10:00,Short,1934.29,24,46422.96,-502.32,-1.08,227.28,0.49,-502.32,-1.08,31638.45,31.64
285,Salida en corto,2020-08-21 14:45,Exit,1938.13,37.2,72098.436,0,0.00,992.12,1.38,-182.28,-0.25,31638.45,31.64
285,Entrada en corto,2020-08-21 09:15,Short,1938.13,37.2,72098.436,0,0.00,992.12,1.38,-182.28,-0.25,31638.45,31.64
286,Salida en corto,2020-08-24 09:00,Exit,1941.97,45,86889.6,-499.05,-0.57,28.35,0.03,-499.05,-0.57,31139.4,31.14
286,Entrada en corto,2020-08-24 00:15,Short,1930.88,45,86889.6,-499.05,-0.57,28.35,0.03,-499.05,-0.57,31139.4,31.14
287,Salida en corto,2020-08-26 15:30,Exit,1927.3,49,94437.7,0,0.00,1202.46,1.27,-227.85,-0.24,31139.4,31.14
287,Entrada en corto,2020-08-25 10:30,Short,1927.3,49,94437.7,0,0.00,1202.46,1.27,-227.85,-0.24,31139.4,31.14
288,Salida en corto,2020-08-27 15:00,Exit,1948.65,39,75498.54,-498.81,-0.66,17.55,0.02,-498.81,-0.66,30640.59,30.64
288,Entrada en corto,2020-08-27 14:45,Short,1935.86,39,75498.54,-498.81,-0.66,17.55,0.02,-498.81,-0.66,30640.59,30.64
289,Salida en corto,2020-08-28 03:45,Exit,1935.07,53.3,102641.409,-497.82,-0.49,23.99,0.02,-497.82,-0.49,30142.77,30.14
